"COU","Country","VAR","Variable","PER","Period","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVK","Slovak Republic","GROUND_RESOU","Groundwater for abstraction","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,2.335,,
"SVK","Slovak Republic","IN_RESOU","Inflow","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,67.252,,
"SVK","Slovak Republic","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,13.074,,
"SVK","Slovak Republic","OUT_RESOU","Outflow total","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,81.68,,
"SVK","Slovak Republic","OUT_NEI_RESOU","Outflow to neighbours","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,81.68,,
"SVK","Slovak Republic","OUT_SEA_RESOU","Outflow to sea","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,0,,
"SVK","Slovak Republic","PREC_RESOU","Precipitation","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,37.352,,
"SVK","Slovak Republic","RENEW_PC","Total renewable per capita (m3/cap)","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,14719.78,,
"SVK","Slovak Republic","RENEW_RESOU","Total renewable","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,80.326,,
"ESP","Spain","EVAP_RESOU","Evapotranspiration","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,226.453,,
"ESP","Spain","IN_RESOU","Inflow","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,0,,
"ESP","Spain","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,107.204,,
"ESP","Spain","OUT_RESOU","Outflow total","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,107.204,,
"ESP","Spain","PREC_RESOU","Precipitation","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,333.657,,
"ESP","Spain","RENEW_PC","Total renewable per capita (m3/cap)","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,2293.782,,
"ESP","Spain","RENEW_RESOU","Total renewable","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,107.204,,
"SWE","Sweden","EVAP_RESOU","Evapotranspiration","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,164.857,,
"SWE","Sweden","IN_RESOU","Inflow","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,14.834,,
"SWE","Sweden","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,180.549,,
"SWE","Sweden","OUT_RESOU","Outflow total","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,195.383,,
"SWE","Sweden","OUT_NEI_RESOU","Outflow to neighbours","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,2.363,,
"SWE","Sweden","OUT_SEA_RESOU","Outflow to sea","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,193.02,,
"SWE","Sweden","PREC_RESOU","Precipitation","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,345.334,,
"SWE","Sweden","RENEW_PC","Total renewable per capita (m3/cap)","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,19467.46,,
"SWE","Sweden","RENEW_RESOU","Total renewable","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,195.383,,
"CHE","Switzerland","AQUIFER_RESOU","Recharge into the Aquifer","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,18.184,,
"CHE","Switzerland","EVAP_RESOU","Evapotranspiration","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,21.382,,
"CHE","Switzerland","FRESH_95_RESOU","Freshwater 95% of time","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,53.14,,
"CHE","Switzerland","GROUND_RESOU","Groundwater for abstraction","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,17.752,,
"CHE","Switzerland","IN_RESOU","Inflow","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,12.56,,
"CHE","Switzerland","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,39.825,,
"CHE","Switzerland","OUT_RESOU","Outflow total","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,53.14,,
"CHE","Switzerland","OUT_NEI_RESOU","Outflow to neighbours","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,53.14,,
"CHE","Switzerland","OUT_SEA_RESOU","Outflow to sea","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,0,,
"CHE","Switzerland","PREC_RESOU","Precipitation","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,61.207,,
"CHE","Switzerland","RENEW_PC","Total renewable per capita (m3/cap)","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,6097.404,,
"CHE","Switzerland","RENEW_RESOU","Total renewable","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,52.385,,
"TUR","Turkey","EVAP_RESOU","Evapotranspiration","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,275.7,,
"TUR","Turkey","GROUND_RESOU","Groundwater for abstraction","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,13.025,,
"TUR","Turkey","IN_RESOU","Inflow","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,6.9,,
"TUR","Turkey","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,227.4,,
"TUR","Turkey","OUT_RESOU","Outflow total","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,178,,
"TUR","Turkey","OUT_NEI_RESOU","Outflow to neighbours","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,64,,
"TUR","Turkey","OUT_SEA_RESOU","Outflow to sea","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,114,,
"TUR","Turkey","PREC_RESOU","Precipitation","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,503.1,,
"TUR","Turkey","RENEW_PC","Total renewable per capita (m3/cap)","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,2808.355,,
"TUR","Turkey","RENEW_RESOU","Total renewable","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,234.3,,
"GBR","United Kingdom","EVAP_RESOU","Evapotranspiration","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,127.2895,,
"GBR","United Kingdom","IN_RESOU","Inflow","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,6.454,,
"GBR","United Kingdom","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,161.3693,,
"GBR","United Kingdom","OUT_RESOU","Outflow total","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,171.0147,,
"GBR","United Kingdom","OUT_NEI_RESOU","Outflow to neighbours","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,8.0095,,
"GBR","United Kingdom","OUT_SEA_RESOU","Outflow to sea","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,166.9142,,
"GBR","United Kingdom","PREC_RESOU","Precipitation","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,287.6069,,
"GBR","United Kingdom","RENEW_PC","Total renewable per capita (m3/cap)","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,2485.161,,
"GBR","United Kingdom","RENEW_RESOU","Total renewable","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,167.8233,,
"USA","United States","EVAP_RESOU","Evapotranspiration","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,3980,,
"USA","United States","IN_RESOU","Inflow","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,18,,
"USA","United States","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,2460,"E","Estimated value"
"USA","United States","PREC_RESOU","Precipitation","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,6440,,
"USA","United States","RENEW_PC","Total renewable per capita (m3/cap)","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,7530.429,"E","Estimated value"
"USA","United States","RENEW_RESOU","Total renewable","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,2478,"E","Estimated value"
"CHL","Chile","AQUIFER_RESOU","Recharge into the Aquifer","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,16.11,,
"CHL","Chile","EVAP_RESOU","Evapotranspiration","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,248.47645,,
"CHL","Chile","GROUND_RESOU","Groundwater for abstraction","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,16.11,,
"CHL","Chile","IN_RESOU","Inflow","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,25.782,,
"CHL","Chile","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,981.70829,,
"CHL","Chile","OUT_RESOU","Outflow total","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,942.936,"E","Estimated value"
"CHL","Chile","OUT_NEI_RESOU","Outflow to neighbours","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,6.099,,
"CHL","Chile","OUT_SEA_RESOU","Outflow to sea","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,936.8375,,
"CHL","Chile","PREC_RESOU","Precipitation","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,1230.3268,,
"CHL","Chile","RENEW_PC","Total renewable per capita (m3/cap)","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,53160,,
"CHL","Chile","RENEW_RESOU","Total renewable","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,1007.4903,,
"COL","Colombia","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,2026,,
"EST","Estonia","AQUIFER_RESOU","Recharge into the Aquifer","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,2.9018,,
"EST","Estonia","GROUND_RESOU","Groundwater for abstraction","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,0.56,,
"EST","Estonia","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,12.3466,,
"EST","Estonia","OUT_NEI_RESOU","Outflow to neighbours","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,0.3406,,
"EST","Estonia","OUT_SEA_RESOU","Outflow to sea","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,12.0741,,
"EST","Estonia","PREC_RESOU","Precipitation","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,29.0177,,
"EST","Estonia","RENEW_PC","Total renewable per capita (m3/cap)","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,9313.626,,
"EST","Estonia","RENEW_RESOU","Total renewable","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,12.3466,,
"ISR","Israel","AQUIFER_RESOU","Recharge into the Aquifer","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,0.67,,
"ISR","Israel","EVAP_RESOU","Evapotranspiration","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,3.86,"E","Estimated value"
"ISR","Israel","IN_RESOU","Inflow","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,0.87,,
"ISR","Israel","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,1.96,,
"ISR","Israel","OUT_RESOU","Outflow total","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,0.02,,
"ISR","Israel","PREC_RESOU","Precipitation","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,5.82,,
"ISR","Israel","RENEW_PC","Total renewable per capita (m3/cap)","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,332.1841,,
"ISR","Israel","RENEW_RESOU","Total renewable","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,2.83,,
"LVA","Latvia","AQUIFER_RESOU","Recharge into the Aquifer","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,10.286,,
"LVA","Latvia","EVAP_RESOU","Evapotranspiration","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,23.573,,
"LVA","Latvia","FRESH_95_RESOU","Freshwater 95% of time","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,25.368,,
"LVA","Latvia","GROUND_RESOU","Groundwater for abstraction","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,2,,
"LVA","Latvia","IN_RESOU","Inflow","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,16.992,,
"LVA","Latvia","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,19.647,,
"LVA","Latvia","OUT_RESOU","Outflow total","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,32.934,,
"LVA","Latvia","OUT_NEI_RESOU","Outflow to neighbours","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,1.267,,
"LVA","Latvia","OUT_SEA_RESOU","Outflow to sea","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,31.667,,
"LVA","Latvia","PREC_RESOU","Precipitation","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,43.22,,
"LVA","Latvia","RENEW_PC","Total renewable per capita (m3/cap)","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,19215.52,,
"LVA","Latvia","RENEW_RESOU","Total renewable","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,36.639,,
"SVN","Slovenia","AQUIFER_RESOU","Recharge into the Aquifer","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,6.15,,
"SVN","Slovenia","EVAP_RESOU","Evapotranspiration","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,13.1495,,
"SVN","Slovenia","IN_RESOU","Inflow","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,13.4959,"E","Estimated value"
"SVN","Slovenia","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,18.5962,,
"SVN","Slovenia","OUT_RESOU","Outflow total","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,32.2742,"E","Estimated value"
"SVN","Slovenia","OUT_NEI_RESOU","Outflow to neighbours","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,31.1946,"E","Estimated value"
"SVN","Slovenia","OUT_SEA_RESOU","Outflow to sea","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,1.0796,"E","Estimated value"
"SVN","Slovenia","PREC_RESOU","Precipitation","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,31.7457,"E","Estimated value"
"SVN","Slovenia","RENEW_PC","Total renewable per capita (m3/cap)","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,15438.88,,
"SVN","Slovenia","RENEW_RESOU","Total renewable","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,32.0921,,
"LTU","Lithuania","EVAP_RESOU","Evapotranspiration","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,31.58372,,
"LTU","Lithuania","IN_RESOU","Inflow","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,8.41324,,
"LTU","Lithuania","INTERN_RESOU","Internal resources","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,13.85416,,
"LTU","Lithuania","OUT_RESOU","Outflow total","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,23.28391,,
"LTU","Lithuania","OUT_NEI_RESOU","Outflow to neighbours","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,3.16753,,
"LTU","Lithuania","OUT_SEA_RESOU","Outflow to sea","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,20.1137,,
"LTU","Lithuania","PREC_RESOU","Precipitation","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,44.88619,,
"LTU","Lithuania","RENEW_PC","Total renewable per capita (m3/cap)","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,8068.978,,
"LTU","Lithuania","RENEW_RESOU","Total renewable","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,22.2674,,
"DEU","Germany","FRESH_95_RESOU","Freshwater 95% of time","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,102,,
"NLD","Netherlands","AQUIFER_RESOU","Recharge into the Aquifer","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,0.943,,
"POL","Poland","GROUND_RESOU","Groundwater for abstraction","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,12.32645,,
"CZE","Czech Republic","AQUIFER_RESOU","Recharge into the Aquifer","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,5.407,,
"ESP","Spain","AQUIFER_RESOU","Recharge into the Aquifer","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,45.68,,
"KOR","Korea","IN_RESOU","Inflow","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,2.3,,
"ESP","Spain","FRESH_95_RESOU","Freshwater 95% of time","AVG","Average Period","9999","Latest available year","M3","Cubic metres","9","Billions",,,55.616,,
